Midpoint Method,,
E_c,E_p,E_m
14.869,23.115,37.984
14.045,23.939,37.984
13.242,24.742,37.984
12.464,25.520,37.984
11.711,26.273,37.984
10.987,26.997,37.984
10.293,27.692,37.984
9.630,28.355,37.984
9.000,28.985,37.984
8.404,29.580,37.984
7.844,30.140,37.984
7.320,30.664,37.984
6.833,31.151,37.984
6.383,31.601,37.984
5.972,32.012,37.984
5.597,32.386,37.984
5.261,32.723,37.984
4.961,33.023,37.984
4.697,33.286,37.984
4.469,33.515,37.984
4.274,33.709,37.983
4.112,33.871,37.983
3.982,34.002,37.983
3.881,34.102,37.983
3.810,34.174,37.983
3.766,34.217,37.983
3.750,34.233,37.983
3.761,34.222,37.983
3.800,34.183,37.983
3.866,34.117,37.983
3.962,34.022,37.983
4.087,33.897,37.983
4.243,33.741,37.983
4.432,33.552,37.984
4.654,33.329,37.984
4.912,33.072,37.984
5.205,32.779,37.984
5.535,32.449,37.984
5.903,32.081,37.984
6.308,31.676,37.984
6.750,31.234,37.984
7.231,30.753,37.984
7.748,30.236,37.984
8.302,29.682,37.984
8.891,29.093,37.984
9.515,28.469,37.984
10.173,27.811,37.984
10.862,27.122,37.984
11.581,26.403,37.984
12.329,25.656,37.984
13.103,24.882,37.984
13.901,24.083,37.984
14.722,23.262,37.984
15.563,22.422,37.984
16.421,21.563,37.984
17.294,20.690,37.984
18.180,19.804,37.984
19.077,18.908,37.984
19.980,18.004,37.984
20.888,17.096,37.984
21.799,16.186,37.984
22.708,15.276,37.984
23.614,14.370,37.984
24.514,13.471,37.984
25.404,12.580,37.984
26.283,11.701,37.984
27.148,10.837,37.984
27.995,9.989,37.984
28.823,9.161,37.984
29.629,8.356,37.984
30.410,7.575,37.984
31.163,6.821,37.984
31.888,6.097,37.984
32.580,5.404,37.984
33.239,4.745,37.984
33.862,4.123,37.984
34.447,3.538,37.984
34.992,2.992,37.984
35.496,2.488,37.984
35.957,2.027,37.984
36.374,1.611,37.984
36.745,1.240,37.984
37.069,0.916,37.984
37.345,0.639,37.984
37.573,0.412,37.984
37.751,0.233,37.984
37.879,0.105,37.984
37.957,0.027,37.984
37.984,0.000,37.984
37.961,0.023,37.984
37.887,0.098,37.984
37.762,0.222,37.984
37.588,0.396,37.984
37.364,0.620,37.984
37.091,0.893,37.984
36.771,1.214,37.984
36.403,1.581,37.984
35.990,1.994,37.984
35.532,2.452,37.985
35.032,2.953,37.985
34.489,3.495,37.985
33.907,4.077,37.985
33.287,4.697,37.985
32.631,5.353,37.985
31.941,6.044,37.985
31.219,6.766,37.985
30.467,7.517,37.985
29.688,8.296,37.985
28.885,9.100,37.985
28.058,9.926,37.985
27.212,10.772,37.985
26.349,11.636,37.985
25.471,12.514,37.985
24.581,13.404,37.985
23.682,14.303,37.985
22.776,15.208,37.985
21.867,16.118,37.985
20.957,17.028,37.985
20.048,17.936,37.985
19.144,18.840,37.985
18.248,19.737,37.985
17.361,20.624,37.985
16.486,21.498,37.985
15.627,22.358,37.985
14.784,23.200,37.985
13.962,24.022,37.985
13.162,24.823,37.985
12.386,25.599,37.985
11.636,26.348,37.985
10.915,27.070,37.985
10.223,27.761,37.985
9.564,28.421,37.985
8.937,29.047,37.985
8.345,29.639,37.984
7.788,30.196,37.984
7.268,30.716,37.984
6.785,31.199,37.984
6.340,31.645,37.984
5.932,32.053,37.984
5.561,32.423,37.984
5.228,32.756,37.984
4.932,33.052,37.984
4.672,33.312,37.984
4.447,33.537,37.984
4.256,33.728,37.984
4.097,33.887,37.984
3.970,34.014,37.984
3.872,34.111,37.984
3.804,34.180,37.984
3.763,34.220,37.984
3.750,34.234,37.984
3.764,34.220,37.984
3.805,34.178,37.984
3.875,34.109,37.984
3.973,34.011,37.984
4.101,33.883,37.984
4.261,33.723,37.984
4.453,33.531,37.984
4.679,33.305,37.984
4.940,33.044,37.984
5.237,32.747,37.984
5.571,32.413,37.984
5.942,32.042,37.984
6.351,31.633,37.984
6.798,31.187,37.984
7.282,30.703,37.985
7.803,30.182,37.985
8.361,29.624,37.985
8.954,29.031,37.985
9.581,28.403,37.985
10.242,27.743,37.985
10.934,27.051,37.985
11.656,26.329,37.985
12.407,25.578,37.985
13.183,24.801,37.985
13.984,24.001,37.985
14.807,23.178,37.985
15.650,22.335,37.985
16.510,21.475,37.985
17.385,20.600,37.985
18.272,19.713,37.985
19.169,18.816,37.985
20.073,17.912,37.985
20.982,17.003,37.985
21.892,16.093,37.985
22.801,15.184,37.985
23.706,14.278,37.985
24.605,13.380,37.985
25.495,12.490,37.985
26.373,11.612,37.985
27.236,10.749,37.985
28.081,9.904,37.985
28.907,9.078,37.985
29.710,8.275,37.985
30.488,7.497,37.985
31.239,6.746,37.985
31.960,6.025,37.985
32.650,5.335,37.985
33.305,4.680,37.985
33.924,4.061,37.985
34.505,3.480,37.985
35.046,2.939,37.985
35.546,2.439,37.985
36.002,1.983,37.985
36.414,1.571,37.985
36.780,1.204,37.985
37.100,0.885,37.985
37.371,0.614,37.985
37.594,0.391,37.985
37.767,0.218,37.985
37.890,0.095,37.985
37.963,0.022,37.985
37.985,0.000,37.985
37.956,0.029,37.985
37.877,0.108,37.985
37.747,0.238,37.985
37.568,0.417,37.985
37.339,0.646,37.985
37.061,0.924,37.985
36.736,1.249,37.985
36.364,1.621,37.985
35.946,2.039,37.985
35.484,2.501,37.985
34.978,3.007,37.985
34.432,3.553,37.985
33.846,4.139,37.985
33.222,4.763,37.985
32.562,5.423,37.985
31.869,6.116,37.985
31.144,6.841,37.985
30.389,7.596,37.985
29.608,8.377,37.985
28.801,9.184,37.985
27.973,10.012,37.985
27.125,10.860,37.985
26.260,11.725,37.985
25.381,12.604,37.985
24.490,13.495,37.985
23.590,14.395,37.985
22.684,15.301,37.985
21.774,16.211,37.985
20.864,17.121,37.985
19.956,18.029,37.985
19.053,18.932,37.985
18.157,19.828,37.985
17.271,20.714,37.985
16.398,21.587,37.985
15.540,22.445,37.985
14.700,23.285,37.985
13.879,24.106,37.985
13.082,24.904,37.985
12.308,25.677,37.985
11.561,26.424,37.985
10.843,27.142,37.985
10.155,27.830,37.985
9.498,28.487,37.985
8.875,29.110,37.985
8.287,29.698,37.985
7.734,30.251,37.985
7.217,30.768,37.985
6.738,31.247,37.985
6.296,31.689,37.985
5.892,32.093,37.985
5.526,32.459,37.985
5.197,32.788,37.985
4.904,33.080,37.985
4.648,33.337,37.985
4.426,33.558,37.985
4.238,33.746,37.984
4.083,33.901,37.984
3.959,34.026,37.984
3.864,34.120,37.984
3.798,34.186,37.984
3.761,34.224,37.984
3.750,34.234,37.984
3.767,34.217,37.984
3.811,34.173,37.984
3.883,34.101,37.984
3.985,34.000,37.984
4.116,33.868,37.984
4.279,33.706,37.984
4.474,33.510,37.985
4.704,33.281,37.985
4.969,33.016,37.985
5.269,32.715,37.985
5.607,32.378,37.985
5.982,32.003,37.985
6.395,31.590,37.985
6.846,31.139,37.985
7.333,30.652,37.985
7.858,30.127,37.985
8.420,29.565,37.985
9.016,28.969,37.985
9.647,28.338,37.985
10.311,27.674,37.985
11.007,26.979,37.985
11.732,26.253,37.985
12.485,25.500,37.985
13.264,24.721,37.985
14.067,23.918,37.985
14.892,23.093,37.985
15.737,22.248,37.985
16.599,21.387,37.985
17.475,20.510,37.985
18.363,19.622,37.985
19.261,18.724,37.985
20.166,17.819,37.985
21.075,16.911,37.985
21.985,16.000,37.985
22.894,15.091,37.985
23.799,14.186,37.985
24.697,13.288,37.985
25.586,12.400,37.985
26.462,11.523,37.985
27.323,10.662,37.985
28.167,9.818,37.985
28.990,8.995,37.985
29.791,8.194,37.985
30.567,7.419,37.985
31.315,6.671,37.985
32.033,5.953,37.985
32.719,5.267,37.985
33.370,4.615,37.985
33.985,4.000,37.985
34.562,3.423,37.985
35.099,2.886,37.985
35.595,2.391,37.985
36.047,1.939,37.985
36.454,1.531,37.985
36.816,1.170,37.985
37.130,0.855,37.985
37.397,0.589,37.985
37.614,0.371,37.985
37.782,0.203,37.985
37.900,0.085,37.985
37.968,0.018,37.985
37.985,0.001,37.985
37.951,0.035,37.985
37.867,0.119,37.985
37.732,0.254,37.985
37.547,0.438,37.985
37.313,0.672,37.985
37.031,0.955,37.985
36.700,1.285,37.985
36.323,1.662,37.985
35.901,2.085,37.985
35.434,2.551,37.985
34.925,3.061,37.985
34.374,3.611,37.985
33.784,4.201,37.985
33.157,4.829,37.985
32.493,5.492,37.985
31.797,6.189,37.985
31.068,6.917,37.985
30.311,7.675,37.985
29.527,8.459,37.985
28.718,9.267,37.986
27.888,10.098,37.986
27.038,10.948,37.986
26.171,11.814,37.986
25.290,12.695,37.986
24.398,13.587,37.986
23.498,14.488,37.986
22.591,15.394,37.986
21.681,16.304,37.986
20.771,17.214,37.986
19.864,18.122,37.986
18.961,19.025,37.986
18.066,19.920,37.986
17.181,20.804,37.986
16.309,21.676,37.986
15.453,22.532,37.986
14.615,23.371,37.986
13.797,24.189,37.986
13.001,24.984,37.986
12.231,25.755,37.986
11.487,26.499,37.986
10.771,27.214,37.986
10.086,27.899,37.985
9.433,28.552,37.985
8.813,29.172,37.985
8.228,29.757,37.985
7.679,30.306,37.985
7.167,30.819,37.985
6.691,31.294,37.985
6.253,31.732,37.985
5.853,32.132,37.985
5.490,32.495,37.985
5.165,32.820,37.985
4.876,33.109,37.985
4.624,33.362,37.985
4.405,33.580,37.985
4.221,33.764,37.985
4.069,33.916,37.985
3.948,34.037,37.985
3.856,34.129,37.985
3.793,34.191,37.985
3.758,34.226,37.985
3.751,34.234,37.985
3.770,34.214,37.985
3.817,34.167,37.985
3.892,34.092,37.985
3.997,33.988,37.985
4.131,33.854,37.985
4.297,33.688,37.985
4.496,33.489,37.985
4.729,33.256,37.985
4.998,32.987,37.985
5.302,32.683,37.985
5.644,32.341,37.985
6.023,31.963,37.985
6.439,31.546,37.985
6.894,31.092,37.985
7.386,30.600,37.985
7.914,30.071,37.985
8.479,29.506,37.986
9.079,28.906,37.986
9.714,28.272,37.986
10.381,27.605,37.986
11.079,26.906,37.986
11.808,26.178,37.986
12.564,25.422,37.986
13.345,24.640,37.986
14.151,23.835,37.986
14.978,23.008,37.986
15.825,22.161,37.986
16.688,21.298,37.986
17.565,20.420,37.986
18.455,19.531,37.986
19.354,18.632,37.986
20.259,17.727,37.986
21.168,16.818,37.986
22.078,15.907,37.986
22.987,14.999,37.986
23.891,14.094,37.986
24.789,13.197,37.986
25.676,12.310,37.986
26.551,11.435,37.986
27.411,10.575,37.986
28.252,9.733,37.986
29.074,8.912,37.986
29.872,8.114,37.986
30.645,7.341,37.986
31.390,6.596,37.986
32.105,5.881,37.986
32.787,5.199,37.986
33.435,4.551,37.986
34.047,3.939,37.986
34.620,3.366,37.986
35.152,2.833,37.986
35.643,2.342,37.986
36.091,1.895,37.986
36.494,1.492,37.986
36.851,1.135,37.986
37.160,0.826,37.986
37.422,0.564,37.986
37.634,0.352,37.986
37.797,0.189,37.986
37.910,0.076,37.986
37.972,0.014,37.986
37.984,0.002,37.986
37.945,0.041,37.986
37.856,0.130,37.986
37.716,0.270,37.986
37.526,0.460,37.986
37.287,0.699,37.986
37.000,0.986,37.986
36.664,1.322,37.986
36.283,1.703,37.986
35.856,2.130,37.986
35.385,2.601,37.986
34.871,3.115,37.986
34.316,3.670,37.986
33.722,4.264,37.986
33.091,4.895,37.986
32.424,5.562,37.986
31.724,6.262,37.986
30.993,6.993,37.986
30.232,7.754,37.986
29.445,8.541,37.986
28.634,9.352,37.986
27.802,10.184,37.986
26.950,11.036,37.986
26.082,11.904,37.986
25.200,12.786,37.986
24.307,13.679,37.986
23.406,14.581,37.986
22.498,15.488,37.986
21.589,16.397,37.986
20.679,17.307,37.986
19.771,18.215,37.986
18.869,19.117,37.986
17.975,20.011,37.986
17.092,20.895,37.986
16.221,21.765,37.986
15.367,22.619,37.986
14.530,23.456,37.986
13.715,24.271,37.986
12.922,25.065,37.986
12.153,25.833,37.986
11.412,26.574,37.986
10.700,27.286,37.986
10.018,27.968,37.986
9.368,28.618,37.986
8.752,29.234,37.986
8.171,29.815,37.986
7.625,30.361,37.986
7.116,30.870,37.986
6.645,31.341,37.986
6.210,31.775,37.986
5.814,32.172,37.986
5.455,32.530,37.986
5.134,32.852,37.986
4.849,33.137,37.986
4.600,33.386,37.986
4.385,33.600,37.985
4.204,33.781,37.985
4.055,33.930,37.985
3.937,34.048,37.985
3.848,34.137,37.985
3.788,34.197,37.985
3.756,34.229,37.985
3.751,34.234,37.985
3.774,34.211,37.985
3.824,34.162,37.985
3.902,34.084,37.985
4.009,33.976,37.985
4.147,33.839,37.985
4.316,33.669,37.985
4.519,33.467,37.986
4.755,33.230,37.986
5.027,32.958,37.986
5.336,32.650,37.986
5.681,32.305,37.986
6.064,31.922,37.986
6.484,31.502,37.986
6.942,31.044,37.986
7.438,30.548,37.986
7.970,30.016,37.986
8.539,29.447,37.986
9.143,28.843,37.986
9.781,28.205,37.986
10.451,27.535,37.986
11.153,26.833,37.986
11.884,26.102,37.986
12.643,25.344,37.986
13.427,24.559,37.986
14.235,23.751,37.986
15.064,22.922,37.986
15.912,22.074,37.986
16.777,21.209,37.986
17.656,20.330,37.986
18.547,19.439,37.986
19.446,18.540,37.986
20.352,17.634,37.986
21.262,16.725,37.986
22.172,15.814,37.986
23.080,14.906,37.986
23.984,14.002,37.986
24.880,13.106,37.986
25.767,12.220,37.986
26.640,11.346,37.986
27.498,10.488,37.986
28.338,9.648,37.986
29.157,8.829,37.986
29.953,8.034,37.986
30.723,7.263,37.986
31.465,6.521,37.986
32.177,5.810,37.986
32.856,5.131,37.986
33.500,4.486,37.986
34.108,3.879,37.986
34.677,3.310,37.986
35.205,2.781,37.986
35.692,2.295,37.986
36.135,1.852,37.986
36.533,1.453,37.986
36.885,1.101,37.986
37.190,0.797,37.986
37.446,0.540,37.986
37.654,0.333,37.986
37.812,0.175,37.986
37.919,0.067,37.986
37.976,0.010,37.986
37.983,0.003,37.986
37.939,0.048,37.986
37.844,0.142,37.986
37.699,0.287,37.986
37.504,0.482,37.986
37.260,0.726,37.986
36.968,1.019,37.986
36.628,1.359,37.986
36.242,1.745,37.986
35.810,2.177,37.986
35.334,2.652,37.986
34.816,3.170,37.986
34.258,3.729,37.986
33.660,4.327,37.987
33.025,4.962,37.987
32.354,5.632,37.987
31.651,6.336,37.987
30.916,7.070,37.987
30.153,7.833,37.987
29.364,8.623,37.987
28.551,9.436,37.987
27.716,10.271,37.987
26.862,11.124,37.987
25.993,11.994,37.987
25.109,12.877,37.987
24.215,13.771,37.987
23.313,14.673,37.987
22.406,15.581,37.987
21.496,16.491,37.987
20.586,17.401,37.987
19.679,18.308,37.987
18.777,19.209,37.987
17.884,20.102,37.987
17.002,20.985,37.987
16.133,21.853,37.987
15.280,22.706,37.987
14.446,23.540,37.987
13.632,24.354,37.987
12.842,25.145,37.987
12.076,25.910,37.987
11.338,26.649,37.987
10.629,27.358,37.987
9.950,28.037,37.987
9.304,28.683,37.987
8.691,29.296,37.986
8.113,29.873,37.986
7.571,30.415,37.986
7.066,30.920,37.986
6.598,31.388,37.986
6.168,31.818,37.986
5.776,32.211,37.986
5.421,32.565,37.986
5.103,32.883,37.986
4.822,33.164,37.986
4.576,33.410,37.986
4.365,33.621,37.986
4.187,33.799,37.986
4.042,33.944,37.986
3.926,34.059,37.986
3.841,34.145,37.986
3.784,34.202,37.986
3.755,34.231,37.986
3.752,34.233,37.986
3.778,34.208,37.986
3.830,34.155,37.986
3.911,34.074,37.986
4.022,33.964,37.986
4.163,33.823,37.986
4.335,33.651,37.986
4.541,33.445,37.986
4.781,33.205,37.986
5.057,32.929,37.986
5.369,32.617,37.986
5.718,32.268,37.986
6.105,31.881,37.986
6.530,31.457,37.986
6.992,30.995,37.986
7.491,30.496,37.987
8.027,29.959,37.987
8.599,29.387,37.987
9.207,28.780,37.987
9.848,28.139,37.987
10.522,27.465,37.987
11.226,26.760,37.987
11.960,26.026,37.987
12.722,25.265,37.987
13.509,24.478,37.987
14.319,23.668,37.987
15.150,22.836,37.987
16.000,21.986,37.987
16.867,21.120,37.987
17.747,20.240,37.987
18.639,19.348,37.987
19.539,18.448,37.987
20.445,17.541,37.987
21.355,16.632,37.987
22.265,15.721,37.987
23.173,14.813,37.987
24.077,13.910,37.987
24.972,13.015,37.987
25.857,12.130,37.987
26.729,11.258,37.987
27.585,10.402,37.987
28.423,9.564,37.987
29.240,8.747,37.987
30.033,7.954,37.987
30.801,7.186,37.987
31.540,6.447,37.987
32.248,5.739,37.987
32.924,5.063,37.987
33.564,4.423,37.987
34.168,3.819,37.987
34.733,3.254,37.987
35.257,2.729,37.987
35.740,2.247,37.987
36.178,1.809,37.987
36.572,1.415,37.987
36.919,1.068,37.987
37.219,0.768,37.987
37.470,0.517,37.987
37.673,0.314,37.987
37.825,0.162,37.987
37.928,0.059,37.987
37.980,0.007,37.987
37.981,0.006,37.987
37.932,0.055,37.987
37.832,0.155,37.987
37.682,0.305,37.987
37.482,0.505,37.987
37.233,0.754,37.987
36.936,1.051,37.987
36.591,1.396,37.987
36.200,1.787,37.987
35.764,2.223,37.987
35.284,2.703,37.987
34.761,3.226,37.987
34.199,3.788,37.987
33.597,4.390,37.987
32.958,5.029,37.987
32.284,5.703,37.987
31.577,6.410,37.987
30.840,7.147,37.987
30.074,7.913,37.987
29.282,8.705,37.987
28.466,9.521,37.987
27.629,10.358,37.987
26.774,11.213,37.987
25.903,12.084,37.987
25.018,12.969,37.987
24.123,13.864,37.987
23.221,14.766,37.987
22.313,15.674,37.987
21.403,16.585,37.987
20.493,17.494,37.987
19.586,18.401,37.987
18.686,19.302,37.987
17.793,20.194,37.987
16.912,21.075,37.987
16.045,21.942,37.987
15.194,22.793,37.987
14.362,23.625,37.987
13.550,24.437,37.987
12.762,25.225,37.987
11.999,25.988,37.987
11.264,26.723,37.987
10.558,27.429,37.987
9.882,28.105,37.987
9.239,28.748,37.987
8.630,29.357,37.987
8.056,29.931,37.987
7.518,30.469,37.987
7.017,30.970,37.987
6.553,31.434,37.987
6.126,31.861,37.987
5.738,32.249,37.987
5.387,32.600,37.987
5.073,32.914,37.987
4.795,33.192,37.987
4.553,33.434,37.987
4.345,33.641,37.987
4.171,33.816,37.986
4.028,33.958,37.986
3.916,34.070,37.986
3.834,34.152,37.986
3.780,34.207,37.986
3.753,34.233,37.986
3.754,34.233,37.986
3.782,34.205,37.986
3.837,34.149,37.986
3.921,34.065,37.986
4.035,33.952,37.986
4.179,33.808,37.986
4.355,33.632,37.987
4.564,33.422,37.987
4.808,33.179,37.987
5.088,32.899,37.987
5.403,32.583,37.987
5.756,32.231,37.987
6.147,31.840,37.987
6.575,31.412,37.987
7.041,30.946,37.987
7.544,30.443,37.987
8.084,29.903,37.987
8.660,29.327,37.987
9.271,28.716,37.987
9.916,28.071,37.987
10.593,27.395,37.987
11.301,26.687,37.987
12.037,25.950,37.987
12.802,25.186,37.987
13.591,24.396,37.987
14.403,23.584,37.987
15.237,22.750,37.987
16.089,21.899,37.987
16.957,21.031,37.987
17.838,20.149,37.987
18.731,19.256,37.987
19.632,18.355,37.987
20.539,17.448,37.987
21.449,16.539,37.987
22.359,15.628,37.987
23.267,14.721,37.987
24.169,13.818,37.987
25.064,12.924,37.987
25.948,12.040,37.987
26.818,11.169,37.987
27.673,10.315,37.987
28.508,9.479,37.987
29.323,8.665,37.987
30.114,7.874,37.987
30.878,7.109,37.987
31.614,6.373,37.987
32.319,5.668,37.987
32.992,4.996,37.987
33.628,4.359,37.987
34.228,3.759,37.987
34.789,3.198,37.987
35.309,2.678,37.987
35.787,2.200,37.987
36.221,1.766,37.987
36.610,1.377,37.987
36.952,1.035,37.987
37.247,0.740,37.987
37.494,0.494,37.987
37.691,0.296,37.987
37.839,0.149,37.987
37.936,0.051,37.987
37.983,0.005,37.987
37.979,0.008,37.987
37.925,0.063,37.987
37.819,0.168,37.988
37.664,0.323,37.988
37.459,0.528,37.988
37.205,0.782,37.988
36.903,1.084,37.988
36.553,1.434,37.988
36.158,1.830,37.988
35.717,2.271,37.988
35.233,2.755,37.988
34.706,3.282,37.988
34.139,3.848,37.988
33.533,4.454,37.988
32.891,5.097,37.988
32.214,5.774,37.988
31.504,6.484,37.988
30.763,7.224,37.988
29.994,7.993,37.988
29.200,8.788,37.988
28.382,9.606,37.988
27.543,10.445,37.988
26.686,11.302,37.988
25.813,12.174,37.988
24.927,13.060,37.988
24.031,13.956,37.988
23.128,14.860,37.988
22.220,15.768,37.988
21.309,16.678,37.988
20.400,17.588,37.988
19.494,18.494,37.988
18.594,19.394,37.988
17.703,20.285,37.988
16.823,21.165,37.988
15.957,22.030,37.988
15.108,22.880,37.988
14.278,23.710,37.988
13.469,24.519,37.988
12.683,25.305,37.988
11.923,26.065,37.988
11.190,26.797,37.988
10.487,27.501,37.988
9.815,28.173,37.988
9.175,28.812,37.988
8.570,29.418,37.988
7.999,29.988,37.988
7.465,30.523,37.987
6.967,31.020,37.987
6.507,31.480,37.987
6.085,31.903,37.987
5.700,32.287,37.987
5.353,32.635,37.987
5.042,32.945,37.987
4.769,33.219,37.987
4.530,33.457,37.987
4.326,33.661,37.987
4.155,33.832,37.987
4.015,33.971,37.987
3.907,34.080,37.987
3.827,34.160,37.987
3.776,34.211,37.987
3.752,34.235,37.987
3.755,34.231,37.987
3.786,34.201,37.987
3.845,34.142,37.987
3.932,34.055,37.987
4.048,33.939,37.987
4.195,33.792,37.987
4.375,33.612,37.987
4.588,33.399,37.987
4.835,33.152,37.987
5.118,32.869,37.987
5.438,32.549,37.987
5.795,32.193,37.987
6.189,31.798,37.987
6.621,31.366,37.987
7.091,30.896,37.987
7.598,30.389,37.988
8.142,29.846,37.988
8.721,29.266,37.988
9.336,28.652,37.988
9.984,28.004,37.988
10.664,27.324,37.988
11.375,26.613,37.988
12.115,25.873,37.988
12.882,25.106,37.988
13.673,24.314,37.988
14.488,23.499,37.988
15.324,22.664,37.988
16.177,21.810,37.988
17.047,20.941,37.988
17.930,20.058,37.988
18.823,19.164,37.988
19.725,18.263,37.988
20.632,17.355,37.988
21.542,16.445,37.988
22.452,15.535,37.988
23.360,14.628,37.988
24.262,13.726,37.988
25.155,12.833,37.988
26.038,11.950,37.988
26.907,11.081,37.988
27.760,10.228,37.988
28.593,9.395,37.988
29.405,8.582,37.988
30.194,7.794,37.988
30.955,7.032,37.988
31.688,6.299,37.988
32.390,5.598,37.988
33.059,4.929,37.988
33.692,4.296,37.988
34.288,3.700,37.988
34.845,3.143,37.988
35.361,2.627,37.988
35.834,2.154,37.988
36.264,1.724,37.988
36.648,1.340,37.988
36.985,1.003,37.988
37.275,0.713,37.988
37.517,0.471,37.988
37.709,0.279,37.988
37.852,0.136,37.988
37.944,0.044,37.988
37.985,0.003,37.988
37.976,0.012,37.988
37.917,0.071,37.988
37.806,0.182,37.988
37.646,0.342,37.988
37.436,0.552,37.988
37.177,0.811,37.988
36.870,1.118,37.988
36.515,1.473,37.988
36.115,1.873,37.988
35.670,2.318,37.988
35.181,2.807,37.988
34.650,3.338,37.988
34.079,3.909,37.988
33.470,4.518,37.988
32.823,5.165,37.988
32.143,5.845,37.988
31.429,6.559,37.988
30.686,7.302,37.988
29.914,8.074,37.988
29.117,8.871,37.988
28.297,9.691,37.988
27.456,10.532,37.988
26.597,11.391,37.988
25.723,12.265,37.988
24.836,13.152,37.988
23.939,14.049,37.988
23.035,14.953,37.988
22.127,15.861,37.988
21.216,16.772,37.988
20.307,17.681,37.988
19.401,18.587,37.988
18.502,19.486,37.988
17.612,20.376,37.988
16.734,21.254,37.988
15.870,22.119,37.988
15.022,22.966,37.988
14.194,23.794,37.988
13.387,24.601,37.988
12.604,25.384,37.988
11.846,26.142,37.988
11.117,26.871,37.988
10.417,27.571,37.988
9.748,28.240,37.988
9.112,28.876,37.988
8.510,29.478,37.988
7.943,30.045,37.988
7.412,30.576,37.988
6.918,31.070,37.988
6.462,31.526,37.988
6.043,31.944,37.988
5.663,32.325,37.988
5.319,32.669,37.988
5.013,32.975,37.988
4.742,33.245,37.988
4.508,33.480,37.988
4.307,33.681,37.987
4.139,33.848,37.987
4.003,33.984,37.987
3.897,34.090,37.987
3.820,34.167,37.987
3.772,34.215,37.987
3.751,34.236,37.987
3.757,34.230,37.987
3.791,34.196,37.987
3.852,34.135,37.987
3.942,34.045,37.987
4.062,33.926,37.987
4.212,33.775,37.987
4.395,33.592,37.988
4.612,33.376,37.988
4.863,33.125,37.988
5.149,32.838,37.988
5.473,32.515,37.988
5.834,32.154,37.988
6.232,31.756,37.988
6.668,31.320,37.988
7.141,30.847,37.988
7.652,30.336,37.988
8.200,29.788,37.988
8.783,29.205,37.988
9.401,28.587,37.988
10.052,27.936,37.988
10.736,27.252,37.988
11.450,26.538,37.988
12.192,25.796,37.988
12.962,25.026,37.988
13.756,24.232,37.988
14.573,23.415,37.988
15.411,22.578,37.988
16.266,21.722,37.988
17.137,20.851,37.988
18.021,19.967,37.988
18.916,19.072,37.988
19.818,18.170,37.988
20.726,17.262,37.988
21.636,16.352,37.988
22.546,15.442,37.988
23.453,14.535,37.988
24.354,13.634,37.988
25.247,12.742,37.988
26.128,11.860,37.988
26.996,10.993,37.988
27.846,10.142,37.988
28.678,9.310,37.988
29.488,8.500,37.988
30.274,7.715,37.988
31.033,6.956,37.988
31.762,6.226,37.988
32.461,5.527,37.988
33.126,4.862,37.988
33.756,4.233,37.988
34.348,3.641,37.988
34.900,3.088,37.988
35.412,2.577,37.988
35.881,2.108,37.988
36.306,1.683,37.988
36.685,1.303,37.988
37.018,0.971,37.988
37.303,0.686,37.988
37.539,0.449,37.988
37.727,0.262,37.988
37.864,0.125,37.988
37.951,0.038,37.988
37.987,0.001,37.988
37.973,0.016,37.988
37.908,0.080,37.988
37.793,0.196,37.988
37.627,0.361,37.988
37.412,0.576,37.988
37.148,0.840,37.988
36.836,1.152,37.988
36.477,1.512,37.988
36.072,1.917,37.988
35.622,2.367,37.988
35.129,2.860,37.988
34.594,3.395,37.989
34.019,3.970,37.989
33.405,4.583,37.989
32.755,5.233,37.989
32.071,5.917,37.989
31.355,6.634,37.989
30.608,7.380,37.989
29.834,8.155,37.989
29.034,8.954,37.989
28.212,9.777,37.989
27.369,10.620,37.989
26.508,11.480,37.989
25.633,12.356,37.989
24.745,13.244,37.989
23.847,14.142,37.989
22.942,15.046,37.989
22.033,15.955,37.989
21.123,16.866,37.989
20.214,17.775,37.989
19.309,18.680,37.989
18.410,19.578,37.989
17.521,20.467,37.989
16.644,21.344,37.989
15.782,22.207,37.989
14.936,23.052,37.989
14.110,23.878,37.989
13.306,24.683,37.989
12.525,25.464,37.989
11.770,26.218,37.989
11.044,26.945,37.989
10.347,27.642,37.989
9.681,28.308,37.989
9.048,28.940,37.989
8.450,29.539,37.988
7.887,30.102,37.988
7.360,30.629,37.988
6.870,31.119,37.988
6.417,31.571,37.988
6.003,31.986,37.988
5.626,32.363,37.988
5.286,32.702,37.988
4.983,33.005,37.988
4.717,33.271,37.988
4.485,33.503,37.988
4.288,33.700,37.988
4.124,33.864,37.988
3.991,33.997,37.988
3.888,34.100,37.988
3.814,34.174,37.988
3.769,34.219,37.988
3.750,34.237,37.988
3.759,34.228,37.988
3.796,34.192,37.988
3.860,34.128,37.988
3.953,34.035,37.988
4.076,33.912,37.988
4.230,33.758,37.988
4.416,33.572,37.988
4.636,33.352,37.988
4.890,33.098,37.988
5.181,32.807,37.988
5.508,32.480,37.988
5.873,32.116,37.988
6.275,31.714,37.988
6.715,31.274,37.988
7.192,30.796,37.989
7.707,30.282,37.989
8.258,29.731,37.989
8.845,29.144,37.989
9.466,28.522,37.989
10.121,27.868,37.989
10.808,27.181,37.989
11.525,26.464,37.989
